Program,mutant,catch_avg,avg_fitness,testcases
ae_indep_qiskit_5.qasm,2,1.0,0.32340256928175376,"[{""IZZZZ"": -0.19873549654241063, ""ZZZZI"": -0.8534842059646248, ""ZIZZZ"": -0.5591705368743272, ""IIIZI"": 0.06608977830307516, ""ZZIIZ"": 0.6159854184173397, ""IIZZI"": 0.7401202609396031, ""IZZII"": -0.6867369783287107, ""ZZZII"": -0.14036588542319062, ""ZIZZI"": -0.9578837862742422, ""ZIZIZ"": -0.5700285683003614, ""IZIZZ"": -0.1935981666523412, ""IIIZZ"": 0.9839774789245617, ""IZIII"": -0.18222479730074204, ""ZZZIZ"": -0.8663174756036791, ""ZZIZZ"": -0.5067958730315794, ""IZIZI"": -0.6339456174721105, ""ZZIII"": 0.6888495736606295, ""ZIIZI"": 0.3737780106491526, ""IZIIZ"": 0.192880958917941}, {""ZIIII"": 0.5770017705820045, ""ZZZII"": 0.5436003238067043, ""ZZZZZ"": 0.17512976605870417, ""ZZIII"": -0.5742846892322013, ""ZZIZI"": 1.0, ""ZIIZZ"": -0.39620403037196616, ""ZIIZI"": 0.43312179713583443, ""ZIIIZ"": 1.0, ""ZZZZI"": -0.9494220166969065, ""IZIIZ"": 1.0}, {""ZZZZI"": -0.8977383025049739, ""ZZZZZ"": -0.5688866351203232, ""ZZZII"": -0.2861533738418676, ""ZZZIZ"": -0.303638219199984, ""ZIIZI"": 0.5152442438968802, ""IZZZI"": -0.520962940367788, ""ZIZIZ"": -1.0, ""ZIZZI"": -0.9747980163111529, ""ZIIIZ"": 1.0, ""ZZIZI"": 1.0}, {""ZZIIZ"": 0.9547178625606095, ""ZZZZZ"": -0.1353226888332244, ""IZZZZ"": 0.9308811366459213, ""ZZZIZ"": -0.8405665044986539, ""ZZIZZ"": -0.802060107413131, ""ZIIIZ"": 0.512123433207824, ""ZZIZI"": 0.8457484284870187, ""ZIZIZ"": -0.2984077717278658, ""ZIZII"": 0.5402946950442636, ""ZZZZI"": -1.0, ""IIZZZ"": -0.03161134850995931, ""ZIIZZ"": -1.0, ""ZZIII"": 0.6548215134295583, ""ZIZZZ"": 0.13608403207505534}, {""ZZZZZ"": 0.6712579598227858, ""ZIZZI"": 0.6770005620437085, ""ZIZZZ"": 0.8588113320568089, ""ZIIZI"": -0.48713678263292376, ""ZZIII"": 0.1860853290900347, ""IZIZI"": 1.0, ""ZIIIZ"": -0.5429280170280544, ""ZZZIZ"": 0.5474253372905595, ""ZZZZI"": 1.0, ""IZIIZ"": -0.9145574308186908}, {""ZZIZZ"": -0.11908905504508628, ""ZZZZZ"": 0.18492100083774582, ""ZZZZI"": 0.867573181316653, ""ZZZII"": -1.0, ""ZZIZI"": -0.9690166626904949, ""ZIIZI"": -1.0, ""ZIIIZ"": -0.6914366309147002}, {""ZIIZZ"": 0.8771121173104726, ""ZZIZZ"": 1.0, ""ZZZIZ"": 1.0, ""ZZZZZ"": -0.4655916342667661, ""ZZZII"": 0.7342566891868533, ""ZIIZI"": -1.0, ""IZZZZ"": -0.3960758557890039, ""ZIZZZ"": 0.009891282920751282, ""ZIIIZ"": -1.0, ""ZZIZI"": 0.8442284183957305, ""ZIZZI"": 1.0, ""ZZZZI"": 1.0}, {""ZZZZZ"": -0.04454619427604682, ""IZZZI"": -0.6274593070740683, ""ZZZIZ"": 0.8772049777392397, ""ZZZII"": -0.8228266868426843, ""IIZIZ"": 0.39139236564339175, ""IIZZZ"": -0.1448260987783196, ""ZZIZZ"": 0.4596776367995754, ""IZIII"": -0.5999852109222894, ""ZZZZI"": 0.7879277843063858, ""IIZZI"": -0.36491530973377223, ""ZIZZI"": 0.8598494837176761, ""ZZIZI"": -0.9910299594806489, ""IIIZZ"": 0.44053204150423475, ""ZIIZZ"": 0.43070308780051836, ""IZIZI"": -0.86848262248861, ""ZZIIZ"": -0.5949364600617095}, {""ZZZZZ"": -0.5764138489091497, ""ZZIIZ"": -0.8386836978683143, ""ZZZII"": 0.5251023928712159, ""ZIZZI"": 0.9092628403006543, ""ZZZZI"": 0.9767894668478896, ""ZZIZZ"": -0.9309942932499664, ""ZIIZI"": -0.4443814697571457, ""IZZZZ"": -0.3584273395053723}, {""ZZIZI"": 0.7862769055212047, ""ZZZII"": 0.22789010970639567, ""ZZZZZ"": 1.0, ""IZZII"": -0.8628214592843193, ""ZZZIZ"": -0.8125012282488325, ""ZIZII"": -1.0, ""ZIIII"": 1.0, ""ZZZZI"": -0.6532704271290948, ""ZZIZZ"": 0.685428807502391, ""ZIZIZ"": -1.0, ""ZIIZI"": 0.6320973739635207, ""ZIIIZ"": 1.0, ""ZIZZI"": -0.925557933790734, ""IZIII"": -1.0}]"
ae_indep_qiskit_5.qasm,1,0.0,0.0,"[{}, {}, {}, {}, {}, {}, {}, {}, {}, {}]"
ae_indep_qiskit_5.qasm,0,0.2,0.02081839904221247,"[{}, {""ZIIII"": 0.7423359892745618, ""IZIII"": 0.9788848032196045, ""IZIZI"": 0.421161449665999, ""IZZZZ"": -0.21582353524720443, ""ZIIZI"": 0.7240263402291838, ""ZZIZI"": 0.305179271081476, ""ZZIZZ"": 0.4612261364676631, ""ZIZIZ"": -0.24510458473713914, ""IZZII"": 0.44077998860068757, ""ZIZII"": -0.36922347040159886, ""ZZZZI"": -0.50130936378296, ""IIIZI"": 0.5306025756012216, ""IZZZI"": 0.14430030921355796, ""ZIIIZ"": 0.9830163789142574, ""ZZIII"": 0.6748697694662611, ""IIIZZ"": 0.20865738930762556, ""IZIIZ"": 0.6198307983913982, ""ZZIIZ"": 0.9639304557580948, ""IIZIZ"": -0.04047523227496508, ""IIIIZ"": -0.8132339565863251, ""ZZZIZ"": 0.2706504987689542, ""IIZZI"": -0.005679662417120035, ""ZIIZZ"": 0.9801755822977352}, {}, {}, {}, {""ZZZZZ"": 0.9765320193803736, ""ZIZII"": 0.8255923786095135, ""IIIZZ"": 0.9582980431873224, ""ZZIZZ"": -0.25924614660555995, ""ZZZZI"": 1.0, ""ZZZII"": 0.8256507185635187, ""ZIIZZ"": -0.9180757109095747, ""ZIZZI"": -0.599010333382417, ""ZZIII"": -0.010985349585586314, ""ZZIIZ"": -0.49596181682593904}, {}, {}, {}, {}]"
su2random_indep_qiskit_5.qasm,2,1.0,0.13610054818783843,"[{""ZIIZI"": 0.6464376894039705, ""ZZZZZ"": -1.0, ""ZZIIZ"": 0.4045816686975522, ""ZIIII"": 1.0, ""ZIIZZ"": 1.0, ""ZZIII"": -1.0, ""ZZIZI"": 0.16688787507611505, ""ZZZIZ"": 1.0, ""ZZZZI"": -0.995980683982788, ""ZZIZZ"": -1.0, ""IZIIZ"": -0.43044405344077724, ""ZZZII"": -0.8373034083629712}, {""ZZZZZ"": -0.8753483515527335, ""ZIIIZ"": -0.3242584170526482, ""ZZIZZ"": -0.8941439043831076, ""ZIZII"": 0.0018046649960253708, ""ZIIZI"": 0.30956666554750156, ""IZZII"": 1.0, ""ZZIZI"": 0.5987180471410182, ""IZIZI"": -0.5286107705945412, ""ZZZIZ"": -0.8435391783590922, ""IZZZI"": -0.3139229363104137, ""ZIIII"": 1.0, ""ZIZZZ"": 1.0, ""ZZIII"": -0.4205168697165891, ""ZZZZI"": -1.0, ""ZZZII"": -0.5744663525073246}, {""ZZZZZ"": -1.0, ""ZIZII"": -0.7547921422265014, ""ZIIZZ"": 0.025154747579305026, ""ZZZII"": -0.5627414259288168, ""IIZIZ"": 0.2734486160832309, ""ZIIII"": 0.6223597576635971, ""IZZIZ"": -0.31077831831366143, ""ZZZZI"": -0.2773393014820112, ""ZZIII"": -1.0, ""ZIIIZ"": -0.49564988184817715, ""ZIIZI"": -0.716749194463709, ""ZZIIZ"": 0.24564635459427994, ""IZZZI"": -0.25145981233467163, ""ZIZZZ"": 0.05729378080179287, ""IIZII"": -1.0}, {""ZZIII"": -0.15747463012330443, ""ZZZZZ"": 0.6639752099472651, ""ZIIZI"": -0.5493336627619114, ""ZZZIZ"": -0.8307403212666488, ""ZIZZZ"": -0.3966100025151612, ""IIZIZ"": -0.5934046697543897, ""IZZZZ"": -0.37064648671677436, ""ZZIZZ"": -1.0, ""IZIZZ"": 0.2454684163265128, ""ZZIIZ"": 0.9831816174746599, ""ZZZZI"": -1.0, ""IIZII"": -0.9715522861866195, ""IIZZZ"": 0.14383319635493208, ""ZIZZI"": 0.6552295975457757, ""ZZIZI"": -0.23120226269193808, ""IZZII"": 0.4514201407673066}, {""IZZZZ"": -0.1667691516236401, ""IZZIZ"": -0.2710289942159645, ""ZZZII"": -0.8280212303685943, ""ZZZZI"": -1.0, ""ZZIZZ"": 0.3283555629672926, ""ZZZZZ"": 0.9375497921062345, ""ZIZZI"": 0.6023264174159173, ""ZIIZZ"": 0.828942826608698, ""ZZIII"": -0.508585719744028, ""ZIIIZ"": 0.31403186872318, ""ZIIII"": 0.14629645249433892, ""IZIZZ"": 1.0}, {""ZIIZI"": 1.0, ""ZZZZZ"": -0.2004056593443223, ""ZIZII"": 1.0, ""ZZZII"": 0.36510899954237486, ""IZIIZ"": 0.603378539384969, ""ZZIII"": -0.8602246802333524, ""ZZIZZ"": -0.5751656934147673, ""ZIIII"": 1.0, ""ZZIIZ"": 1.0, ""ZZZIZ"": 0.9809322922468037, ""ZIIIZ"": -0.2514988220238099, ""IZZII"": -0.32980567829792146, ""ZIIZZ"": 0.20081974097667954, ""ZIZZZ"": 0.21069506180403946, ""IIZZZ"": 0.5019691175050974, ""ZIZZI"": 1.0, ""ZIZIZ"": 0.4664204814647384}, {""ZZZZZ"": -1.0, ""ZIZZI"": -0.5425961813431966, ""ZIZII"": 1.0, ""ZIIZI"": 0.4604796697163811, ""ZZZIZ"": -0.48241001321900645, ""ZZIZI"": -0.7710132835142551, ""IZIZZ"": -0.8269218345384018, ""ZZIIZ"": 0.5076150368154004, ""ZIIII"": -0.6687348717979092, ""ZIZZZ"": 0.10217459745274216, ""IZZZI"": -0.6960558450665317, ""IZZIZ"": 0.21893067388944235, ""IZIZI"": -0.6299642160073362, ""ZZIZZ"": -0.11809973825800468, ""ZIZIZ"": -0.34231838123862335}, {""ZZIIZ"": -0.7289975457766303, ""ZZZZZ"": 0.4430184269462609, ""ZZIII"": 0.767249267919767, ""ZZZZI"": 1.0, ""ZZZIZ"": 0.8778321694365381, ""ZIZIZ"": -1.0, ""ZZZII"": 0.7580299527413539, ""ZIZZI"": -1.0}, {""ZIIZI"": 0.10716901649871605, ""ZZZZZ"": -0.5512980453993426, ""ZZIZI"": -0.7382054283676823, ""ZZZIZ"": 0.49690612613383484, ""IZIZZ"": -0.5512758873682984, ""ZIZZZ"": 0.7368441772926828, ""ZZZII"": -1.0, ""ZIIII"": -0.17414540454737357, ""ZZIIZ"": 0.5678257718194051, ""ZZIII"": 0.8060999443834418, ""ZZIZZ"": 0.7366566532746435, ""IZZIZ"": 0.3667113437449897, ""ZIIZZ"": -0.7581538177797975, ""IZIZI"": 0.79560716091075, ""ZIIIZ"": 1.0, ""ZZZZI"": 0.8287218434894725}, {""IZIIZ"": 0.07246718582447553, ""ZZZZZ"": -0.32178172176177366, ""ZZZZI"": 0.2783422858084951, ""ZZIZZ"": 1.0, ""ZZIIZ"": -1.0, ""ZIIII"": -0.7077503366448394, ""IZIZI"": -0.7786255410726043, ""ZZIII"": 0.8455583919589446, ""ZIZZZ"": 0.4614323551569307, ""ZIIZZ"": -0.5563141249879793}]"
su2random_indep_qiskit_5.qasm,1,0.0,0.0,"[{}, {}, {}, {}, {}, {}, {}, {}, {}, {}]"
su2random_indep_qiskit_5.qasm,0,1.0,0.15222145113199018,"[{""ZIZZI"": 0.39589538068665253, ""ZIIZI"": 0.9288119746723116, ""ZIIIZ"": 0.7331510450980498, ""ZZZZZ"": -0.4681690935795422, ""IZZZZ"": -0.30888643615610867, ""ZIZII"": 0.48106501713784233, ""ZZZZI"": -0.20105364588236652, ""ZIIZZ"": -1.0, ""IZZZI"": 0.05407320544170571, ""ZZZII"": -0.6273346942499778, ""ZIZIZ"": 0.6380098637116651, ""ZZIZI"": -1.0, ""ZZIII"": 0.5104013841408999}, {""ZZZZZ"": -0.8734635638681956, ""ZIZZI"": 0.418341649042592, ""ZZZIZ"": -0.8115576913208233, ""IZZZI"": -0.7933804154564033, ""ZZIZI"": 1.0, ""ZZZII"": 1.0, ""ZZIZZ"": -0.11855102251651223, ""ZZIII"": -0.9900409211873691, ""IZZZZ"": -0.3923859836495696, ""ZIIZZ"": 0.6343286396275671, ""ZIZII"": -0.5202877046062795, ""IIZII"": 0.48734271204019064, ""ZIZZZ"": -0.6058376280327331}, {""ZZZZI"": -1.0, ""ZZZZZ"": -0.6424444333877665, ""IZZZI"": -0.2737778456976823, ""ZIZII"": -0.59311673164385, ""IIZIZ"": 0.41069328227620694, ""ZIZZZ"": 0.5120279781782422, ""ZIIZZ"": -1.0, ""ZIIZI"": 0.40114834738960536, ""ZZZIZ"": -0.34492024047101977, ""ZIIII"": -0.23399318006761136, ""IZZZZ"": 0.040438676073230706, ""ZZIII"": 1.0, ""IZIZZ"": -0.63003392708239, ""IZZII"": -0.1489301704798319, ""ZIZIZ"": -0.992559346253841, ""IZIII"": 0.4641957863130694, ""ZIZZI"": -0.8349325606653768}, {""ZZZZZ"": -0.4648968576352055, ""ZIZZI"": 0.07376819625153039, ""ZZZII"": -1.0, ""ZIZZZ"": 0.874785271285107, ""ZZIII"": 1.0, ""ZIIZI"": 1.0, ""ZZIZI"": -0.3001906512928553, ""ZIIII"": -0.6317515824237546}, {""ZZIII"": -1.0, ""ZZZZZ"": -1.0, ""ZIZZZ"": -0.5725554153137538, ""ZZIZZ"": -0.21291431646244938, ""IZZZI"": -0.3012831485444769, ""ZZZII"": 0.9569756106826477, ""ZIIZI"": -0.10860018652116722, ""IIZZZ"": 0.6281490447123771, ""IZZZZ"": 0.582165144816489, ""ZIZIZ"": -0.0976080784705112, ""ZZZZI"": 1.0, ""ZZZIZ"": -0.21415827285329775, ""ZIZZI"": 0.9666954586803003, ""ZZIIZ"": 0.6174265492891042, ""ZIIII"": 0.12273300772580523}, {""ZZIZZ"": 1.0, ""ZZZZZ"": 1.0, ""ZIZII"": 0.5018166055247609, ""ZZZZI"": -0.8790453984801738, ""ZZIII"": 0.958989999496136, ""IZIZI"": 0.8823949934145559, ""ZIIZZ"": -0.8585897216602916, ""ZIZZI"": 0.05848976650332027, ""ZZIZI"": 1.0, ""ZZIIZ"": -0.813250834693672, ""ZIIZI"": 0.8180069147640672}, {""ZIIII"": -1.0, ""ZZZZZ"": -1.0, ""ZZIIZ"": 1.0, ""ZZZIZ"": -0.432018405971689, ""ZIZII"": 0.4785748923617152, ""IZZZI"": 0.1601140374133292, ""ZIIZI"": -1.0, ""ZZIII"": -0.45325537239522395, ""ZIZZI"": 1.0, ""ZIIZZ"": 0.032336513316451654, ""ZIZZZ"": -0.5694408901102749, ""IZIII"": 0.9061263344008819, ""IZZIZ"": 0.7742594457523463, ""ZZZZI"": -0.35902833420631775, ""IZIIZ"": -1.0, ""ZZIZZ"": 0.5327904452608774}, {""ZZZZZ"": -0.3147949963605077, ""IZZZZ"": -0.013643159164481222, ""IZZZI"": 0.6216382791557722, ""IIZII"": -0.9653083131044953, ""IIZZI"": -0.447135802057381, ""ZIZII"": -0.2531540984326237, ""ZIIZI"": -0.9748473454086277, ""IZIZI"": 0.37074253425662484, ""IZZIZ"": -0.015897616071675502, ""IIZIZ"": -0.21951190355234917, ""ZIIIZ"": 0.44216545071091495, ""ZZZIZ"": -0.9915901266927085, ""ZZIII"": -0.6251286224988026, ""ZIZZZ"": -0.7089685199862683, ""ZZIIZ"": 0.4573182938105904, ""IIIIZ"": -0.03196153585121686, ""IIIZI"": 0.05242412142849151, ""ZZZZI"": -0.7638519558366805, ""ZZIZI"": -0.3798738742497787, ""ZIZZI"": 0.4940829148694339}, {""ZZIII"": 1.0, ""ZZIZI"": 1.0, ""ZZZZZ"": 0.6137651419748702, ""ZIZZZ"": 1.0, ""ZIZII"": 0.33744296343018604, ""ZIZZI"": -1.0, ""ZZZIZ"": 0.9482840378352405}, {""ZZZZZ"": -0.8547106511581525, ""ZIIII"": -0.9376326239595233, ""ZZZII"": -0.7341045051406943, ""IZZZZ"": 0.9913161974767634, ""ZZIII"": 0.5517685442552215, ""ZZIZZ"": 1.0, ""ZZIIZ"": -1.0, ""ZIZIZ"": 0.8676476867100805, ""ZIZZZ"": 0.6642512080506503, ""ZZZZI"": -0.4251791808894305, ""ZIZII"": -0.2818529322056658}]"
wstate_indep_qiskit_5.qasm,2,0.2,0.02260071341395664,"[{}, {}, {""ZZIZZ"": 0.005938889994723607, ""ZZZZZ"": -1.0, ""ZIZII"": 0.5181623061735057, ""ZZIIZ"": 0.6791923011592378, ""ZZIII"": -0.30299223528896724, ""ZIZZI"": 0.8930397068162312, ""IZZZZ"": -0.9001520084725304, ""IZIZI"": -0.8700823399198728, ""ZZZIZ"": 0.20259543879742958, ""ZIIII"": 0.529648843781009, ""ZZIZI"": 0.8734026312155212, ""IZZZI"": -0.919337831270938, ""ZIIZI"": 1.0, ""ZIIIZ"": 0.9701783663996083}, {}, {}, {}, {}, {""ZZIII"": 0.21909950547417223, ""ZZZZZ"": -0.5572737549647137, ""ZZIIZ"": 0.4559595935736589, ""ZZZII"": -0.494422998767266, ""ZZZIZ"": 0.48060175932905974, ""ZZIZZ"": 0.6741999039298212, ""IZIZI"": -0.899675989202128, ""ZIIZZ"": -0.008739352165051173, ""IZZZZ"": -0.7228486609402583, ""ZZIZI"": 0.6470055519663666, ""ZIZII"": 0.8452778526901709, ""ZZZZI"": -0.28206784881470387, ""IIZIZ"": -0.6694248775287697, ""ZIZZI"": -0.5125399039523968, ""ZIIII"": 0.4446059489523192, ""IZZZI"": -0.8992000169183035}, {}, {}]"
wstate_indep_qiskit_5.qasm,1,0.4,0.042904471771971306,"[{}, {}, {""ZZZZZ"": 0.4306056002188247, ""ZZZZI"": -0.5235880892705601, ""ZZZIZ"": 0.552882051079196, ""ZIZII"": 1.0, ""ZIZZZ"": 0.9223525436174964, ""IZIZZ"": 0.7299000381652305, ""ZIIZZ"": 0.2947896050960729, ""IZZZI"": -0.7017887449708516, ""ZIIII"": 0.9939249986814563, ""ZIZZI"": 0.14085500666294276, ""ZZZII"": 0.6581386049002306, ""ZZIIZ"": 0.7826040539066337}, {""ZIIZI"": 0.749434144149856, ""ZIIIZ"": 0.48642992567365484, ""IZZIZ"": -0.20312217638380892, ""IZZII"": -0.33571375468606224, ""ZIZII"": 0.2189221863449533, ""ZIIZZ"": 0.5521902704623671, ""IZZZI"": -0.9265272511655156, ""IZIZZ"": -0.826354907371385, ""IIZZI"": -0.3080786657246324, ""IIZII"": 0.5687629625131743, ""ZZIIZ"": 0.21533485691814214, ""IZIII"": -0.9461734914421926, ""IIIZI"": 0.7424083113992914, ""IZZZZ"": -0.32823070025421464, ""IIZZZ"": 0.39616786618273636, ""ZIIII"": 0.8220009083076054, ""IIIIZ"": 0.7577058504223848, ""IIIZZ"": 0.37809400758557343, ""IIZIZ"": -0.32035749237048394, ""ZZZII"": 0.6534228470434837}, {}, {""ZIIIZ"": 0.8935411515033, ""ZZIZZ"": 0.3458960856244157, ""ZZZZZ"": 0.6264340975453241, ""ZZZII"": 0.5890007176663913, ""ZIZZI"": -0.8273292070826929, ""ZIIZI"": -0.847974300824771, ""IZZII"": 0.4832290474757518, ""ZZIII"": 0.3114807116327556, ""ZZZIZ"": -0.6186566063459777, ""IIZZI"": -0.0009700406775450254, ""IZZZZ"": -1.0, ""ZZZZI"": 0.15136643919638626, ""IIZZZ"": -0.9275133345517621, ""ZIZZZ"": -0.20289861989867675, ""ZIZIZ"": 1.0, ""IZIII"": -0.8451148675545616}, {}, {""ZIIZZ"": -0.1488670115956438, ""ZIZIZ"": -0.689661825400164, ""ZZZZZ"": 0.8052164847225683, ""ZZZII"": -1.0, ""ZIIZI"": 0.36387748677130394, ""ZIZZI"": -0.1854000526354875, ""ZZZZI"": -0.04473307149046732, ""IZIZI"": 0.32597491875468865, ""IZIIZ"": 0.6622369028985507, ""ZIZZZ"": 0.2563720703247906, ""IZZZZ"": 1.0, ""ZZIII"": -1.0, ""IZZII"": 0.907267496861982, ""ZIIIZ"": -0.23914900671567546, ""IZIII"": 0.8411649535661663, ""IZZZI"": 0.7729379043377468}, {}, {}]"
wstate_indep_qiskit_5.qasm,0,0.2,0.020869456854928005,"[{}, {""ZIIII"": 0.13813641797128318, ""ZZZZZ"": -1.0, ""ZIIIZ"": 1.0, ""ZZZIZ"": -0.9994858676081884, ""ZZIIZ"": 0.293494611561986, ""IIZZZ"": 0.009641540163812024, ""IZZIZ"": -0.9662312803043265, ""ZIIZZ"": 1.0, ""ZIZZI"": 0.31241569721462814, ""IZIZI"": -1.0, ""ZZZZI"": -1.0, ""IIZIZ"": 0.030712474997939387, ""IZIZZ"": 1.0, ""IZZII"": 0.021677771656362588, ""ZZIZZ"": -0.15251434710148648, ""ZZZII"": -0.15037820672239421, ""ZZIII"": 1.0}, {}, {}, {}, {}, {}, {}, {}, {""ZIIIZ"": -0.4461474653217019, ""IIZII"": -0.06502466373293171, ""ZIIZZ"": 0.17445739187383877, ""ZZZII"": -0.7808376697815685, ""IZIZI"": 0.23811189103167332, ""ZIIII"": 0.6238918895486931, ""IIIZI"": -0.587178832427199, ""ZIZZZ"": 0.4886864380900048, ""ZIZIZ"": 0.8038269252509179, ""ZZZZI"": -0.3432639658812147, ""IZZZI"": -0.7154834109846226, ""IIZZZ"": -0.8359774084659392, ""IZIII"": 0.8743946859957104, ""IZIIZ"": 0.48824431922884415, ""ZZIIZ"": 0.9831118304190167, ""ZIZII"": -0.25087277874200153, ""IZZZZ"": 0.4158638917958877, ""ZZZZZ"": -0.11315123619841436, ""IIZZI"": -0.45807985727483663, ""IZZII"": -1.0, ""ZZIII"": 0.2455484382020545}]"
dj_indep_qiskit_5.qasm,2,0.3,0.034294464869683024,"[{""IZZZI"": 0.5994589616006278, ""ZIZII"": -1.0, ""ZZZZZ"": 0.8927076631174385, ""ZIZZI"": 0.9666432707274774, ""ZZIZI"": 0.8149613478878439, ""ZZZIZ"": 0.6984864557098094, ""ZIZIZ"": 1.0, ""ZIIZI"": -0.19588375181992088, ""ZIIIZ"": 0.5617015103390739, ""ZZZZI"": -0.9005219475497207, ""ZIZZZ"": -0.9194622223634329, ""IZIIZ"": 0.4516437662548809}, {}, {""ZZZZI"": -0.935468003839189, ""IZZZZ"": 0.1994308066019388, ""ZZZZZ"": 0.413158066247304, ""IZZIZ"": -0.5552841132671265, ""IIZZZ"": 0.48285277222443956, ""ZIZII"": -1.0, ""ZZIZZ"": -0.8376764512973829, ""ZIZZZ"": -1.0, ""ZZIZI"": 1.0, ""ZIZZI"": 0.20534179556447468, ""ZIIZI"": 0.17025711491788453, ""IZZZI"": -0.329118865195911, ""ZIZIZ"": 0.02660547627638154, ""ZZZII"": 0.29778917655243964}, {}, {}, {}, {""ZZZZZ"": 1.0, ""ZIIII"": 0.883164664564417, ""ZZZIZ"": 0.11804739437291327, ""ZZZZI"": -0.6169580095708487, ""ZZZII"": 0.5920731120099176, ""ZIZZI"": -0.9518833332993302, ""ZZIZI"": 0.9286703058950956, ""IZZII"": -1.0, ""IIIZZ"": 0.11110814994979079, ""ZZIIZ"": 1.0}, {}, {}, {}]"
