model,qubit,mutant,Program,avg_fitness,run
ZNE_ibm_brisbane,5,f3,twolocalrandom,1.1842016842549254,3
ZNE_ibm_brisbane,5,f3,twolocalrandom,1.3972868520051578,4
ZNE_ibm_brisbane,5,f3,twolocalrandom,1.3824534783509783,5
ZNE_ibm_brisbane,5,f3,twolocalrandom,1.3844398266586382,6
ZNE_ibm_brisbane,5,f3,twolocalrandom,1.3844398266586382,7
ZNE_ibm_brisbane,5,f3,twolocalrandom,1.3824534783509783,8
ZNE_ibm_brisbane,5,f3,twolocalrandom,1.3844398266586382,9
ZNE_ibm_brisbane,5,f3,twolocalrandom,1.2150251543089297,10
ZNE_ibm_brisbane,5,f2,twolocalrandom,1.2487332047805846,1
ZNE_ibm_brisbane,5,f2,twolocalrandom,1.0094794714871154,2
ZNE_ibm_brisbane,5,f2,twolocalrandom,1.239481836440536,3
ZNE_ibm_brisbane,5,f2,twolocalrandom,1.2008423965840638,4
ZNE_ibm_brisbane,5,f2,twolocalrandom,0.8844062192968295,5
ZNE_ibm_brisbane,5,f2,twolocalrandom,1.239481836440536,6
ZNE_ibm_brisbane,5,f2,twolocalrandom,1.0094794714871154,7
ZNE_ibm_brisbane,5,f2,twolocalrandom,1.2487332047805846,8
ZNE_ibm_brisbane,5,f2,twolocalrandom,1.0094794714871154,9
ZNE_ibm_brisbane,5,f2,twolocalrandom,1.2487332047805846,10
ZNE_ibm_brisbane,5,f1,twolocalrandom,1.3253828174802376,1
ZNE_ibm_brisbane,5,f1,twolocalrandom,1.6474484589047982,2
ZNE_ibm_brisbane,5,f1,twolocalrandom,0.9966268368496503,3
ZNE_ibm_brisbane,5,f1,twolocalrandom,1.0954335545461458,4
ZNE_ibm_brisbane,5,f1,twolocalrandom,1.2863859922058059,5
ZNE_ibm_brisbane,5,f1,twolocalrandom,1.0954335545461458,6
ZNE_ibm_brisbane,5,f1,twolocalrandom,1.0954335545461458,7
ZNE_ibm_brisbane,5,f1,twolocalrandom,1.6474484589047982,8
ZNE_ibm_brisbane,5,f1,twolocalrandom,1.3253828174802376,9
ZNE_ibm_brisbane,5,f1,twolocalrandom,0.9966268368496503,10
ZNE_ibm_brisbane,5,eq,twolocalrandom,0.915368447288353,1
ZNE_ibm_brisbane,5,eq,twolocalrandom,0.7635506177325841,2
ZNE_ibm_brisbane,5,eq,twolocalrandom,0.9602394756837928,3
ZNE_ibm_brisbane,5,eq,twolocalrandom,0.6907642725217644,4
ZNE_ibm_brisbane,5,eq,twolocalrandom,0.7216994024037071,5
ZNE_ibm_brisbane,5,eq,twolocalrandom,0.9602394756837928,6
ZNE_ibm_brisbane,5,eq,twolocalrandom,0.6907642725217644,7
ZNE_ibm_brisbane,5,eq,twolocalrandom,0.915368447288353,8
ZNE_ibm_brisbane,5,eq,twolocalrandom,0.915368447288353,9
ZNE_ibm_brisbane,5,eq,twolocalrandom,0.7216994024037071,10
ZNE_ibm_brisbane,5,f3,su2random,1.0085488844857515,1
ZNE_ibm_brisbane,5,f3,su2random,1.0721913799931042,2
ZNE_ibm_brisbane,5,f3,su2random,0.7821284046104584,3
ZNE_ibm_brisbane,5,f3,su2random,1.2521904651070426,4
ZNE_ibm_brisbane,5,f3,su2random,1.067398988826483,5
ZNE_ibm_brisbane,5,f3,su2random,1.067398988826483,6
ZNE_ibm_brisbane,5,f3,su2random,0.7821284046104584,7
ZNE_ibm_brisbane,5,f3,su2random,1.067398988826483,8
ZNE_ibm_brisbane,5,f3,su2random,1.0085488844857515,9
ZNE_ibm_brisbane,5,f3,su2random,1.0721913799931042,10
ZNE_ibm_brisbane,5,f2,su2random,1.3167718597380675,1
ZNE_ibm_brisbane,5,f2,su2random,1.2651126890053337,2
ZNE_ibm_brisbane,5,f2,su2random,0.9219952079810381,3
ZNE_ibm_brisbane,5,f2,su2random,1.1819207849450388,4
ZNE_ibm_brisbane,5,f2,su2random,1.20482688115629,5
ZNE_ibm_brisbane,5,f2,su2random,1.1819207849450388,6
ZNE_ibm_brisbane,5,f2,su2random,1.3167718597380675,7
ZNE_ibm_brisbane,5,f2,su2random,1.3167718597380675,8
ZNE_ibm_brisbane,5,f2,su2random,1.1819207849450388,9
ZNE_ibm_brisbane,5,f2,su2random,1.1819207849450388,10
ZNE_ibm_brisbane,5,f1,su2random,0.9190559666560979,1
ZNE_ibm_brisbane,5,f1,su2random,1.0054887077502412,2
ZNE_ibm_brisbane,5,f1,su2random,1.150717798451215,3
ZNE_ibm_brisbane,5,f1,su2random,1.1168992135547338,4
ZNE_ibm_brisbane,5,f1,su2random,1.1615007491032225,5
ZNE_ibm_brisbane,5,f1,su2random,1.150717798451215,6
ZNE_ibm_brisbane,5,f1,su2random,1.1168992135547338,7
ZNE_ibm_brisbane,5,f1,su2random,1.1168992135547338,8
ZNE_ibm_brisbane,5,f1,su2random,1.150717798451215,9
ZNE_ibm_brisbane,5,f1,su2random,1.1168992135547338,10
ZNE_ibm_brisbane,5,eq,su2random,0.8422874250728477,1
ZNE_ibm_brisbane,5,eq,su2random,1.0078782801861488,2
ZNE_ibm_brisbane,5,eq,su2random,0.6384996126400563,3
ZNE_ibm_brisbane,5,eq,su2random,0.5948293541857472,4
ZNE_ibm_brisbane,5,eq,su2random,0.6338602126093573,5
ZNE_ibm_brisbane,5,eq,su2random,0.6338602126093573,6
ZNE_ibm_brisbane,5,eq,su2random,0.5948293541857472,7
ZNE_ibm_brisbane,5,eq,su2random,0.5948293541857472,8
ZNE_ibm_brisbane,5,eq,su2random,0.8422874250728477,9
ZNE_ibm_brisbane,5,eq,su2random,0.6338602126093573,10
ZNE_ibm_brisbane,5,f3,realamprandom,1.4027044022476765,1
ZNE_ibm_brisbane,5,f3,realamprandom,1.1441551876575982,2
ZNE_ibm_brisbane,5,f3,realamprandom,1.2361033504804892,3
ZNE_ibm_brisbane,5,f3,realamprandom,1.047267830475043,4
ZNE_ibm_brisbane,5,f3,realamprandom,0.9290352062770594,5
ZNE_ibm_brisbane,5,f3,realamprandom,1.1441551876575982,6
ZNE_ibm_brisbane,5,f3,realamprandom,1.1441551876575982,7
ZNE_ibm_brisbane,5,f3,realamprandom,1.047267830475043,8
ZNE_ibm_brisbane,5,f3,realamprandom,0.9290352062770594,9
ZNE_ibm_brisbane,5,f3,realamprandom,1.4027044022476765,10
ZNE_ibm_brisbane,5,f2,realamprandom,0.900813506294066,1
ZNE_ibm_brisbane,5,f2,realamprandom,0.8026553719561734,2
ZNE_ibm_brisbane,5,f2,realamprandom,0.8339744440550273,3
ZNE_ibm_brisbane,5,f2,realamprandom,1.4423964781627727,4
ZNE_ibm_brisbane,5,f2,realamprandom,0.9744262344393415,5
ZNE_ibm_brisbane,5,f2,realamprandom,0.900813506294066,6
ZNE_ibm_brisbane,5,f2,realamprandom,0.8026553719561734,7
ZNE_ibm_brisbane,5,f2,realamprandom,0.8026553719561734,8
ZNE_ibm_brisbane,5,f2,realamprandom,0.8026553719561734,9
ZNE_ibm_brisbane,5,f2,realamprandom,0.9744262344393415,10
ZNE_ibm_brisbane,5,f1,realamprandom,1.0155143439772136,1
ZNE_ibm_brisbane,5,f1,realamprandom,0.8423201674377992,2
ZNE_ibm_brisbane,5,f1,realamprandom,1.130828264749684,3
ZNE_ibm_brisbane,5,f1,realamprandom,1.292364745040862,4
ZNE_ibm_brisbane,5,f1,realamprandom,1.2312836952083637,5
ZNE_ibm_brisbane,5,f1,realamprandom,1.292364745040862,6
ZNE_ibm_brisbane,5,f1,realamprandom,1.2312836952083637,7
ZNE_ibm_brisbane,5,f1,realamprandom,0.8423201674377992,8
ZNE_ibm_brisbane,5,f1,realamprandom,0.8423201674377992,9
ZNE_ibm_brisbane,5,f1,realamprandom,1.130828264749684,10
ZNE_ibm_brisbane,5,eq,realamprandom,0.901758040269852,1
ZNE_ibm_brisbane,5,eq,realamprandom,0.9839262493358577,2
ZNE_ibm_brisbane,5,eq,realamprandom,0.8924069648470934,3
ZNE_ibm_brisbane,5,eq,realamprandom,0.5147040177399126,4
ZNE_ibm_brisbane,5,eq,realamprandom,0.641826059298627,5
ZNE_ibm_brisbane,5,eq,realamprandom,0.9839262493358577,6
ZNE_ibm_brisbane,5,eq,realamprandom,0.901758040269852,7
ZNE_ibm_brisbane,5,eq,realamprandom,0.641826059298627,8
ZNE_ibm_brisbane,5,eq,realamprandom,0.5147040177399126,9
ZNE_ibm_brisbane,5,eq,realamprandom,0.8924069648470934,10
ZNE_ibm_brisbane,5,f3,random,1.8864704020180942,1
ZNE_ibm_brisbane,5,f3,random,1.9028671947082534,2
ZNE_ibm_brisbane,5,f3,random,1.3990997457282055,3
ZNE_ibm_brisbane,5,f3,random,1.712835656804649,4
ZNE_ibm_brisbane,5,f3,random,2.1670268561286052,5
ZNE_ibm_brisbane,5,f3,random,2.1670268561286052,6
ZNE_ibm_brisbane,5,f3,random,1.3990997457282055,7
ZNE_ibm_brisbane,5,f3,random,1.9028671947082534,8
ZNE_ibm_brisbane,5,f3,random,1.8864704020180942,9
ZNE_ibm_brisbane,5,f3,random,1.712835656804649,10
ZNE_ibm_brisbane,5,f2,random,1.9706085244376914,1
ZNE_ibm_brisbane,5,f2,random,2.206737076443149,2
ZNE_ibm_brisbane,5,f2,random,1.593529919725622,3
ZNE_ibm_brisbane,5,f2,random,1.896705129086595,4
ZNE_ibm_brisbane,5,f2,random,1.3073854722374292,5
ZNE_ibm_brisbane,5,f2,random,1.896705129086595,6
ZNE_ibm_brisbane,5,f2,random,1.9706085244376914,7
ZNE_ibm_brisbane,5,f2,random,1.593529919725622,8
ZNE_ibm_brisbane,5,f2,random,1.3073854722374292,9
ZNE_ibm_brisbane,5,f2,random,1.896705129086595,10
ZNE_ibm_brisbane,5,f1,random,1.4543912891508184,1
ZNE_ibm_brisbane,5,f1,random,1.0274874720342795,2
ZNE_ibm_brisbane,5,f1,random,1.4536897352709064,3
ZNE_ibm_brisbane,5,f1,random,1.7265713604300266,4
ZNE_ibm_brisbane,5,f1,random,1.528579606503982,5
ZNE_ibm_brisbane,5,f1,random,1.7265713604300266,6
ZNE_ibm_brisbane,5,f1,random,1.4536897352709064,7
ZNE_ibm_brisbane,5,f1,random,1.4543912891508184,8
ZNE_ibm_brisbane,5,f1,random,1.528579606503982,9
ZNE_ibm_brisbane,5,f1,random,1.4543912891508184,10
ZNE_ibm_brisbane,5,eq,random,1.2983624542517571,1
ZNE_ibm_brisbane,5,eq,random,1.230299262964599,2
ZNE_ibm_brisbane,5,eq,random,1.0648728489575585,3
ZNE_ibm_brisbane,5,eq,random,1.1537767731620217,4
ZNE_ibm_brisbane,5,eq,random,1.3203681676356138,5
ZNE_ibm_brisbane,5,eq,random,1.1537767731620217,6
ZNE_ibm_brisbane,5,eq,random,1.1537767731620217,7
ZNE_ibm_brisbane,5,eq,random,1.2983624542517571,8
ZNE_ibm_brisbane,5,eq,random,1.0648728489575585,9
ZNE_ibm_brisbane,5,eq,random,1.1537767731620217,10
ZNE_ibm_brisbane,5,f3,qnn,1.5054842085064837,1
ZNE_ibm_brisbane,5,f3,qnn,1.3670609038348167,2
ZNE_ibm_brisbane,5,f3,qnn,1.1397807687977806,3
ZNE_ibm_brisbane,5,f3,qnn,0.9179533535694515,4
ZNE_ibm_brisbane,5,f3,qnn,1.3769502629824266,5
ZNE_ibm_brisbane,5,f3,qnn,1.5054842085064837,6
ZNE_ibm_brisbane,5,f3,qnn,1.3670609038348167,7
ZNE_ibm_brisbane,5,f3,qnn,1.3769502629824266,8
ZNE_ibm_brisbane,5,f3,qnn,1.5054842085064837,9
ZNE_ibm_brisbane,5,f3,qnn,1.3670609038348167,10
ZNE_ibm_brisbane,5,f2,qnn,1.223268409165314,1
ZNE_ibm_brisbane,5,f2,qnn,1.1839133409440605,2
ZNE_ibm_brisbane,5,f2,qnn,1.106095259384028,3
ZNE_ibm_brisbane,5,f2,qnn,1.4247328197557292,4
ZNE_ibm_brisbane,5,f2,qnn,1.2826159487835564,5
ZNE_ibm_brisbane,5,f2,qnn,1.223268409165314,6
ZNE_ibm_brisbane,5,f2,qnn,1.223268409165314,7
ZNE_ibm_brisbane,5,f2,qnn,1.1839133409440605,8
ZNE_ibm_brisbane,5,f2,qnn,1.4247328197557292,9
ZNE_ibm_brisbane,5,f2,qnn,1.223268409165314,10
ZNE_ibm_brisbane,5,f1,qnn,1.376797278262918,1
ZNE_ibm_brisbane,5,f1,qnn,1.6489199546418065,2
ZNE_ibm_brisbane,5,f1,qnn,1.1885483789343496,3
ZNE_ibm_brisbane,5,f1,qnn,0.918792971631835,4
ZNE_ibm_brisbane,5,f1,qnn,0.8748583252824784,5
ZNE_ibm_brisbane,5,f1,qnn,1.6489199546418065,6
ZNE_ibm_brisbane,5,f1,qnn,0.8748583252824784,7
ZNE_ibm_brisbane,5,f1,qnn,0.918792971631835,8
ZNE_ibm_brisbane,5,f1,qnn,1.1885483789343496,9
ZNE_ibm_brisbane,5,f1,qnn,1.6489199546418065,10
ZNE_ibm_brisbane,5,eq,qnn,1.148664564240149,1
ZNE_ibm_brisbane,5,eq,qnn,0.6129805188679702,2
ZNE_ibm_brisbane,5,eq,qnn,0.7243495693883177,3
ZNE_ibm_brisbane,5,eq,qnn,0.6213092804918074,4
ZNE_ibm_brisbane,5,eq,qnn,0.9315238646664912,5
ZNE_ibm_brisbane,5,eq,qnn,1.148664564240149,6
ZNE_ibm_brisbane,5,eq,qnn,0.7243495693883177,7
ZNE_ibm_brisbane,5,eq,qnn,0.6129805188679702,8
ZNE_ibm_brisbane,5,eq,qnn,0.7243495693883177,9
ZNE_ibm_brisbane,5,eq,qnn,0.7243495693883177,10
ZNE_ibm_brisbane,5,f3,graphstate,0.536408013985537,1
ZNE_ibm_brisbane,5,f3,graphstate,0.5740695709684173,2
ZNE_ibm_brisbane,5,f3,graphstate,0.4334776754387919,3
ZNE_ibm_brisbane,5,f3,graphstate,0.5439587704175906,4
ZNE_ibm_brisbane,5,f3,graphstate,0.4801050798561059,5
ZNE_ibm_brisbane,5,f3,graphstate,0.4334776754387919,6
ZNE_ibm_brisbane,5,f3,graphstate,0.5439587704175906,7
ZNE_ibm_brisbane,5,f3,graphstate,0.4334776754387919,8
ZNE_ibm_brisbane,5,f3,graphstate,0.5740695709684173,9
ZNE_ibm_brisbane,5,f3,graphstate,0.4334776754387919,10
ZNE_ibm_brisbane,5,f2,graphstate,0.39582523695812566,1
ZNE_ibm_brisbane,5,f2,graphstate,0.4938949393791001,2
ZNE_ibm_brisbane,5,f2,graphstate,0.539437507619407,3
ZNE_ibm_brisbane,5,f2,graphstate,0.5632056950171341,4
ZNE_ibm_brisbane,5,f2,graphstate,0.3854821187665204,5
ZNE_ibm_brisbane,5,f2,graphstate,0.4938949393791001,6
ZNE_ibm_brisbane,5,f2,graphstate,0.539437507619407,7
ZNE_ibm_brisbane,5,f2,graphstate,0.539437507619407,8
ZNE_ibm_brisbane,5,f2,graphstate,0.539437507619407,9
ZNE_ibm_brisbane,5,f2,graphstate,0.3854821187665204,10
ZNE_ibm_brisbane,5,f1,graphstate,0.6293983795229066,1
ZNE_ibm_brisbane,5,f1,graphstate,0.5005770437823716,2
ZNE_ibm_brisbane,5,f1,graphstate,0.6812654543914742,3
ZNE_ibm_brisbane,5,f1,graphstate,0.4897733456604666,4
ZNE_ibm_brisbane,5,f1,graphstate,0.5148615982033274,5
ZNE_ibm_brisbane,5,f1,graphstate,0.5005770437823716,6
ZNE_ibm_brisbane,5,f1,graphstate,0.6812654543914742,7
ZNE_ibm_brisbane,5,f1,graphstate,0.5005770437823716,8
ZNE_ibm_brisbane,5,f1,graphstate,0.4897733456604666,9
ZNE_ibm_brisbane,5,f1,graphstate,0.4897733456604666,10
ZNE_ibm_brisbane,5,eq,graphstate,0.4143662150277161,1
ZNE_ibm_brisbane,5,eq,graphstate,0.4261108541402216,2
ZNE_ibm_brisbane,5,eq,graphstate,0.33152190258632735,3
ZNE_ibm_brisbane,5,eq,graphstate,0.46564908168844676,4
ZNE_ibm_brisbane,5,eq,graphstate,0.3210172673559256,5
ZNE_ibm_brisbane,5,eq,graphstate,0.33152190258632735,6
ZNE_ibm_brisbane,5,eq,graphstate,0.3210172673559256,7
ZNE_ibm_brisbane,5,eq,graphstate,0.33152190258632735,8
ZNE_ibm_brisbane,5,eq,graphstate,0.4261108541402216,9
ZNE_ibm_brisbane,5,eq,graphstate,0.46564908168844676,10
ZNE_ibm_brisbane,5,f3,ghz,1.523690628649046,1
ZNE_ibm_brisbane,5,f3,ghz,1.0711877213272993,2
ZNE_ibm_brisbane,5,f3,ghz,1.133240155005788,3
ZNE_ibm_brisbane,5,f3,ghz,1.0539551182531817,4
ZNE_ibm_brisbane,5,f3,ghz,1.361700239991702,5
ZNE_ibm_brisbane,5,f3,ghz,1.0711877213272993,6
ZNE_ibm_brisbane,5,f3,ghz,1.0711877213272993,7
ZNE_ibm_brisbane,5,f3,ghz,1.361700239991702,8
ZNE_ibm_brisbane,5,f3,ghz,1.361700239991702,9
ZNE_ibm_brisbane,5,f3,ghz,1.523690628649046,10
ZNE_ibm_brisbane,5,f2,ghz,1.089813345975966,1
ZNE_ibm_brisbane,5,f2,ghz,0.8277798466223998,2
ZNE_ibm_brisbane,5,f2,ghz,0.782736130785818,3
ZNE_ibm_brisbane,5,f2,ghz,1.0292720798480093,4
ZNE_ibm_brisbane,5,f2,ghz,0.876760793183238,5
ZNE_ibm_brisbane,5,f2,ghz,0.8277798466223998,6
ZNE_ibm_brisbane,5,f2,ghz,1.0292720798480093,7
ZNE_ibm_brisbane,5,f2,ghz,0.782736130785818,8
ZNE_ibm_brisbane,5,f2,ghz,1.0292720798480093,9
ZNE_ibm_brisbane,5,f2,ghz,0.876760793183238,10
ZNE_ibm_brisbane,5,f1,ghz,1.3130562684110891,1
ZNE_ibm_brisbane,5,f1,ghz,0.7686991309651741,2
ZNE_ibm_brisbane,5,f1,ghz,1.2752532222868709,3
ZNE_ibm_brisbane,5,f1,ghz,1.1054022386988893,4
ZNE_ibm_brisbane,5,f1,ghz,1.4951411213543886,5
ZNE_ibm_brisbane,5,f1,ghz,1.2752532222868709,6
ZNE_ibm_brisbane,5,f1,ghz,1.4951411213543886,7
ZNE_ibm_brisbane,5,f1,ghz,0.7686991309651741,8
ZNE_ibm_brisbane,5,f1,ghz,1.1054022386988893,9
ZNE_ibm_brisbane,5,f1,ghz,1.2752532222868709,10
ZNE_ibm_brisbane,5,eq,ghz,0.9821757131964848,1
ZNE_ibm_brisbane,5,eq,ghz,0.7210512347592761,2
ZNE_ibm_brisbane,5,eq,ghz,1.2204810661064611,3
ZNE_ibm_brisbane,5,eq,ghz,0.9356640250415733,4
ZNE_ibm_brisbane,5,eq,ghz,1.0174425309320885,5
ZNE_ibm_brisbane,5,eq,ghz,0.9356640250415733,6
ZNE_ibm_brisbane,5,eq,ghz,1.2204810661064611,7
ZNE_ibm_brisbane,5,eq,ghz,0.9821757131964848,8
ZNE_ibm_brisbane,5,eq,ghz,0.9821757131964848,9
ZNE_ibm_brisbane,5,eq,ghz,0.7210512347592761,10
ZNE_ibm_brisbane,5,f3,dj,0.919182984726518,1
ZNE_ibm_brisbane,5,f3,dj,2.4508399330874524,2
ZNE_ibm_brisbane,5,f3,dj,1.7285413570452413,3
ZNE_ibm_brisbane,5,f3,dj,2.0077899116160562,4
ZNE_ibm_brisbane,5,f3,dj,1.6949752912991345,5
ZNE_ibm_brisbane,5,f3,dj,2.4508399330874524,6
ZNE_ibm_brisbane,5,f3,dj,2.4508399330874524,7
ZNE_ibm_brisbane,5,f3,dj,1.6949752912991345,8
ZNE_ibm_brisbane,5,f3,dj,1.7285413570452413,9
ZNE_ibm_brisbane,5,f3,dj,2.4508399330874524,10
ZNE_ibm_brisbane,5,f2,dj,2.2356865088458306,1
ZNE_ibm_brisbane,5,f2,dj,3.4027018577744057,2
ZNE_ibm_brisbane,5,f2,dj,2.8174235965263756,3
ZNE_ibm_brisbane,5,f2,dj,2.251101390968595,4
ZNE_ibm_brisbane,5,f2,dj,1.5965059315690375,5
ZNE_ibm_brisbane,5,f2,dj,2.8174235965263756,6
ZNE_ibm_brisbane,5,f2,dj,2.2356865088458306,7
ZNE_ibm_brisbane,5,f2,dj,2.251101390968595,8
ZNE_ibm_brisbane,5,f2,dj,3.4027018577744057,9
ZNE_ibm_brisbane,5,f2,dj,2.2356865088458306,10
ZNE_ibm_brisbane,5,f1,dj,1.744533412101093,1
ZNE_ibm_brisbane,5,f1,dj,2.457040109299995,2
ZNE_ibm_brisbane,5,f1,dj,2.1467220908788045,3
ZNE_ibm_brisbane,5,f1,dj,2.623769635783122,4
ZNE_ibm_brisbane,5,f1,dj,1.9033335155496593,5
ZNE_ibm_brisbane,5,f1,dj,2.623769635783122,6
ZNE_ibm_brisbane,5,f1,dj,1.9033335155496593,7
ZNE_ibm_brisbane,5,f1,dj,1.744533412101093,8
ZNE_ibm_brisbane,5,f1,dj,2.623769635783122,9
ZNE_ibm_brisbane,5,f1,dj,1.744533412101093,10
ZNE_ibm_brisbane,5,eq,dj,1.205955129890547,1
ZNE_ibm_brisbane,5,eq,dj,1.1906610538902755,2
ZNE_ibm_brisbane,5,eq,dj,1.3950663277190627,3
ZNE_ibm_brisbane,5,eq,dj,1.9842719757399156,4
ZNE_ibm_brisbane,5,eq,dj,1.0477124164442073,5
ZNE_ibm_brisbane,5,eq,dj,1.0477124164442073,6
ZNE_ibm_brisbane,5,eq,dj,1.1906610538902755,7
ZNE_ibm_brisbane,5,eq,dj,1.9842719757399156,8
ZNE_ibm_brisbane,5,eq,dj,1.9842719757399156,9
ZNE_ibm_brisbane,5,eq,dj,1.3950663277190627,10
ZNE_ibm_brisbane,5,f3,ae,0.7330571358230727,1
ZNE_ibm_brisbane,5,f3,ae,1.0581023957139168,2
ZNE_ibm_brisbane,5,f3,ae,1.3019800321962047,3
ZNE_ibm_brisbane,5,f3,ae,1.3473646317902674,4
ZNE_ibm_brisbane,5,f3,ae,0.940599084535694,5
ZNE_ibm_brisbane,5,f3,ae,1.3019800321962047,6
ZNE_ibm_brisbane,5,f3,ae,1.3473646317902674,7
ZNE_ibm_brisbane,5,f3,ae,1.3473646317902674,8
ZNE_ibm_brisbane,5,f3,ae,1.3019800321962047,9
ZNE_ibm_brisbane,5,f3,ae,1.3019800321962047,10
ZNE_ibm_brisbane,5,f2,ae,1.102625746686201,1
ZNE_ibm_brisbane,5,f2,ae,1.4400724953950292,2
ZNE_ibm_brisbane,5,f2,ae,0.643345533618656,3
ZNE_ibm_brisbane,5,f2,ae,1.1233916404920317,4
ZNE_ibm_brisbane,5,f2,ae,1.1174064882514108,5
ZNE_ibm_brisbane,5,f2,ae,1.1174064882514108,6
ZNE_ibm_brisbane,5,f2,ae,0.643345533618656,7
ZNE_ibm_brisbane,5,f2,ae,1.1174064882514108,8
ZNE_ibm_brisbane,5,f2,ae,1.1174064882514108,9
ZNE_ibm_brisbane,5,f2,ae,0.643345533618656,10
ZNE_ibm_brisbane,5,f1,ae,0.8988201643642897,1
ZNE_ibm_brisbane,5,f1,ae,0.821517371649845,2
ZNE_ibm_brisbane,5,f1,ae,1.0755636524489274,3
ZNE_ibm_brisbane,5,f1,ae,0.9697880794953059,4
ZNE_ibm_brisbane,5,f1,ae,1.514307405891932,5
ZNE_ibm_brisbane,5,f1,ae,1.0755636524489274,6
ZNE_ibm_brisbane,5,f1,ae,0.9697880794953059,7
ZNE_ibm_brisbane,5,f1,ae,0.8988201643642897,8
ZNE_ibm_brisbane,5,f1,ae,0.821517371649845,9
ZNE_ibm_brisbane,5,f1,ae,1.0755636524489274,10
ZNE_ibm_brisbane,5,eq,ae,0.666742352670918,1
ZNE_ibm_brisbane,5,eq,ae,0.9132726892810479,2
ZNE_ibm_brisbane,5,eq,ae,0.7234384719310727,3
ZNE_ibm_brisbane,5,eq,ae,0.6974470198053029,4
ZNE_ibm_brisbane,5,eq,ae,1.037131538379604,5
ZNE_ibm_brisbane,5,eq,ae,0.7234384719310727,6
ZNE_ibm_brisbane,5,eq,ae,0.666742352670918,7
ZNE_ibm_brisbane,5,eq,ae,1.037131538379604,8
ZNE_ibm_brisbane,5,eq,ae,1.037131538379604,9
ZNE_ibm_brisbane,5,eq,ae,0.7234384719310727,10
ZNE_ibm_brisbane,10,f3,wstate,0.7930873990298384,1
ZNE_ibm_brisbane,10,f3,wstate,0.7103312973055509,2
ZNE_ibm_brisbane,10,f3,wstate,0.6399917923748843,3
ZNE_ibm_brisbane,10,f3,wstate,0.8870705575463129,4
ZNE_ibm_brisbane,10,f3,wstate,0.6889204297165135,5
ZNE_ibm_brisbane,10,f3,wstate,0.6889204297165135,6
ZNE_ibm_brisbane,10,f3,wstate,0.6889204297165135,7
ZNE_ibm_brisbane,10,f3,wstate,0.7930873990298384,8
ZNE_ibm_brisbane,10,f3,wstate,0.8870705575463129,9
