model,Program,mutant,qubit,avg_fitness,ground_truth
ZNE_ibm_torino,dj,eq,10,2.0272524223887456,0
ZNE_ibm_torino,dj,f1,5,2.7326475524623746,1
ZNE_ibm_torino,dj,f1,10,4.1048213852854385,1
ZNE_ibm_torino,dj,f2,5,2.432508766330996,1
ZNE_ibm_torino,dj,f2,10,3.325745545346709,1
ZNE_ibm_torino,dj,f3,5,3.0947421911086206,1
ZNE_ibm_torino,dj,f3,10,3.1567616411643193,1
ZNE_ibm_torino,ghz,eq,5,1.2596489091164647,0
ZNE_ibm_torino,ghz,eq,10,1.57522890581251,0
ZNE_ibm_torino,ghz,f1,5,1.795849572260991,1
ZNE_ibm_torino,ghz,f1,10,2.29132760812095,1
ZNE_ibm_torino,ghz,f2,5,1.9636675889489301,1
ZNE_ibm_torino,ghz,f2,10,2.5087953233723876,1
ZNE_ibm_torino,ghz,f3,5,1.479684524114086,1
ZNE_ibm_torino,ghz,f3,10,1.7147283582713129,1
ZNE_ibm_torino,graphstate,eq,5,0.3860513546048745,0
ZNE_ibm_torino,graphstate,eq,10,0.4014426540249598,0
ZNE_ibm_torino,graphstate,f1,5,0.423919747135094,1
ZNE_ibm_torino,graphstate,f1,10,0.4706702580678066,1
ZNE_ibm_torino,graphstate,f2,5,0.4097539868986734,1
ZNE_ibm_torino,graphstate,f2,10,0.5206238418599451,1
ZNE_ibm_torino,graphstate,f3,5,0.4562317815244866,1
ZNE_ibm_torino,graphstate,f3,10,0.5251062450926179,1
ZNE_ibm_torino,qnn,eq,5,1.0446878945265636,0
ZNE_ibm_torino,qnn,eq,10,0.5390276295518548,0
ZNE_ibm_torino,qnn,f1,5,1.3615796837751817,1
ZNE_ibm_torino,qnn,f1,10,0.5487718818030576,1
ZNE_ibm_torino,qnn,f2,5,1.75847454699609,1
ZNE_ibm_torino,qnn,f2,10,0.5638932226562062,1
ZNE_ibm_torino,qnn,f3,5,1.360538534939132,1
ZNE_ibm_torino,qnn,f3,10,0.7074481258188079,1
ZNE_ibm_torino,random,eq,5,1.5101249082092978,0
ZNE_ibm_torino,random,eq,10,0.48721229547565553,0
ZNE_ibm_torino,random,f1,5,1.7940793306380982,1
ZNE_ibm_torino,random,f1,10,0.5732123173217767,1
ZNE_ibm_torino,random,f2,5,1.8856890556141006,1
ZNE_ibm_torino,random,f2,10,0.5256860791596613,1
ZNE_ibm_torino,random,f3,5,1.9832218043955623,1
ZNE_ibm_torino,random,f3,10,0.6355943696548783,1
ZNE_ibm_torino,realamprandom,eq,5,0.5994463581720043,0
ZNE_ibm_torino,realamprandom,eq,10,0.6304438800221566,0
ZNE_ibm_torino,realamprandom,f1,5,0.703512808185568,1
ZNE_ibm_torino,realamprandom,f1,10,0.7995021225753578,1
ZNE_ibm_torino,realamprandom,f2,5,0.8219902225643634,1
ZNE_ibm_torino,realamprandom,f2,10,0.7070588707746852,1
ZNE_ibm_torino,realamprandom,f3,5,0.8395790599644659,1
ZNE_ibm_torino,realamprandom,f3,10,0.6091354567684973,1
ZNE_ibm_torino,su2random,eq,5,0.5476827334350275,0
ZNE_ibm_torino,su2random,eq,10,0.5026865516932193,0
ZNE_ibm_torino,su2random,f1,5,0.895743795367095,1
ZNE_ibm_torino,su2random,f1,10,0.6334537558798792,1
ZNE_ibm_torino,su2random,f2,5,1.0159017313560246,1
ZNE_ibm_torino,su2random,f2,10,0.5866329010045179,1
ZNE_ibm_torino,su2random,f3,5,0.8742381596115674,1
ZNE_ibm_torino,su2random,f3,10,0.6129212700478739,1
ZNE_ibm_torino,twolocalrandom,eq,5,0.8130774777813845,0
ZNE_ibm_torino,twolocalrandom,eq,10,0.6235115970037153,0
ZNE_ibm_torino,twolocalrandom,f1,5,0.93465576115334,1
ZNE_ibm_torino,twolocalrandom,f1,10,0.6061204839107039,1
ZNE_ibm_torino,twolocalrandom,f2,5,0.8729922289035079,1
ZNE_ibm_torino,twolocalrandom,f2,10,0.6921101792086255,1
ZNE_ibm_torino,twolocalrandom,f3,5,1.1781808882461973,1
ZNE_ibm_torino,twolocalrandom,f3,10,0.6888442678997702,1
ZNE_ibm_torino,wstate,eq,5,0.5441191305505996,0
ZNE_ibm_torino,wstate,eq,10,1.2807072076439947,0
ZNE_ibm_torino,wstate,f1,5,0.6457193912524223,1
ZNE_ibm_torino,wstate,f1,10,1.4040002258475957,1
ZNE_ibm_torino,wstate,f2,5,0.6075351804293806,1
ZNE_ibm_torino,wstate,f2,10,1.3199629910644752,1
ZNE_ibm_torino,wstate,f3,5,0.7311482635917992,1
ZNE_ibm_torino,wstate,f3,10,1.4830373166346646,1
